source_gt,program,code,name_th,name_en,year,semester,pages
หมวดศึกษาทั่วไป (general_education),it,90642052,จากเส้นสาย DNA สู่พันธุกรรม,GENES & GENETICS : FROM HELIX TO HEREDITARY,,,ocr142;ocr182
หมวดศึกษาทั่วไป (general_education),it,90642053,สาระน่ารู้อณูพันธุศาสตร์,INTERESTING MOLECULAR GENETICS,,,ocr143;ocr182
หมวดศึกษาทั่วไป (general_education),it,90642054,สิ่งพิทักษ์ร่างกาย,GUARDIANS OF OUR BODIES,,,ocr143;ocr182
หมวดศึกษาทั่วไป (general_education),it,90642055,จุลินทรีย์ร่วมชีพ,LIVING WITH MICROBES,,,ocr143;ocr183
หมวดศึกษาทั่วไป (general_education),it,90642056,โรคระบาดในศตวรรษที่ 21,EPIDEMICS IN THE 21st CENTURY,,,ocr143;ocr183;ocr280
หมวดศึกษาทั่วไป (general_education),it,90642057,ภูมิคุ้มกาย,IMMUNITY THROUGH MEDIA,,,ocr143;ocr183;ocr280
หมวดศึกษาทั่วไป (general_education),it,90642058,ความเข้าใจในนโยบายสุขภาพและสวัสดิภาพของประชาชน,UNDERSTANDING HEALTH POLICY AND PUBLIC WELFARE,,,ocr143;ocr183;ocr253
หมวดศึกษาทั่วไป (general_education),it,90642059,การแพทย์และวรรณกรรม,MEDICINE AND LITERATURE,,,ocr143;ocr184;ocr280
หมวดศึกษาทั่วไป (general_education),it,90642060,ค้นหาตัวตน,SELF-DISCOVERY,,,ocr143;ocr184
หมวดศึกษาทั่วไป (general_education),it,90642061,โลกของแมลง,WORLD OF INSECTS,,,ocr143;ocr184
หมวดศึกษาทั่วไป (general_education),it,90642062,เรื่ื่องกินเรื่องใหญ่,ALL ABOUT FOOD,,,ocr143;ocr185;ocr280
หมวดศึกษาทั่วไป (general_education),it,90642063,การพัฒนาสุขภาพแบบองค์รวม,HOLISTIC HEALTH DEVELOPMENT,,,ocr143;ocr185;ocr280;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642064,เปตอง,PETANQUE,,,ocr143;ocr185
หมวดศึกษาทั่วไป (general_education),it,90642065,รักบี้ฟุตบอล,RUGBY FOOTBALL,,,ocr143;ocr185;ocr280
หมวดศึกษาทั่วไป (general_education),it,90642066,ฟุตบอล,SOCCER,,,ocr143;ocr186;ocr280
หมวดศึกษาทั่วไป (general_education),it,90642067,ซอฟบอลและเบสบอล,SOFTBALL & BASEBALL,,,ocr143;ocr186;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642068,เทนนิส,TENNIS,,,ocr143;ocr186;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642069,วอลเลย์บอล,VOLLEYBALL,,,ocr143;ocr186
หมวดศึกษาทั่วไป (general_education),it,90642070,กอล์ฟ,GOLF,,,ocr143;ocr186
หมวดศึกษาทั่วไป (general_education),it,90642071,แบดมินตัน,BADMINTON,,,ocr143;ocr187;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642072,บาสเกตบอล,BASKETBALL,,,ocr144;ocr187
หมวดศึกษาทั่วไป (general_education),it,90642073,หมากกระดาน,CHESS,,,ocr144;ocr187;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642074,อีสปอร์ต,E-SPORTS,,,ocr144;ocr187
หมวดศึกษาทั่วไป (general_education),it,90642075,คาราเต้,KARATE,,,ocr144;ocr188
หมวดศึกษาทั่วไป (general_education),it,90642076,ยิงปืน,SHOOTING,,,ocr144;ocr188;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642077,เทเบิลเทนนิส,TABLE TENNIS,,,ocr144;ocr188;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642078,เทควันโด,TAEKWONDO,,,ocr144;ocr188;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642079,ยูโด,JUDO,,,ocr144;ocr188
หมวดศึกษาทั่วไป (general_education),it,90642080,การประพันธ์เพลงเบื้องต้น,INTRODUCTION TO MUSIC COMPOSITION,,,ocr144;ocr275
หมวดศึกษาทั่วไป (general_education),it,90642081,สุนทรียะเพลงแรป,RAP APPRECIATION,,,ocr144;ocr189;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642082,สุนทรียะดนตรี,MUSIC APPRECIATION,,,ocr144;ocr189;ocr281
หมวดศึกษาทั่วไป (general_education),it,90642083,ศิลปะแห่งภาพยนต์,FILM APPRECIATION,,,ocr144;ocr189;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642084,สุนทรียะภาพถ่าย,PHOTOGRAPHY APPRECIATION,,,ocr144;ocr190
หมวดศึกษาทั่วไป (general_education),it,90642085,วัฒนธรรมร่วมสมัย,CONTEMPORARY CULTURE,,,ocr144;ocr190
หมวดศึกษาทั่วไป (general_education),it,90642086,วัฒนธรรมการออกแบบเบื้องต้น,INTRODUCTION TO DESIGN CULTURE,,,ocr144;ocr190;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642087,วัฒนธรรมรอบโลก,WORLD CULTURE,,,ocr144;ocr190
หมวดศึกษาทั่วไป (general_education),it,90642088,วัฒนธรรมจีนดั้งเดิม,TRADITIONAL CHINESE CULTURE,,,ocr144;ocr191
หมวดศึกษาทั่วไป (general_education),it,90642089,สังคม เศรษฐกิจ และการเมืองจีน,"CHINESE SOCIETY, ECONOMY AND POLITICS",,,ocr144;ocr191
หมวดศึกษาทั่วไป (general_education),it,90642090,เจาะลึกประเด็นโลก,GLOBAL INSIDE,,,ocr144;ocr191;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642091,เอเชียนศึกษา,ASIAN STUDY,,,ocr145;ocr191;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642092,การศึกษาเพื่อสร้างพลเมือง,CIVIC EDUCATION,,,ocr145
หมวดศึกษาทั่วไป (general_education),it,90642093,สานสัมพันธ์กับชุมชน,COMMUNITY ENGAGEMENT,,,ocr145;ocr192;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642094,หลักการพัฒนาชุมชน,PRINCIPLES OF COMMUNITY DEVELOPMENT,,,ocr145;ocr192
หมวดศึกษาทั่วไป (general_education),it,90642095,การพัฒนาตวามมั่นคงแห่งชาติ,NATIONAL SECURITY DEVELOPMENT,,,ocr145;ocr192;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642096,วิทยาการทางทหาร,MILITARY SCIENCE,,,ocr145;ocr193;ocr278;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642097,ภูมิปัญญาไทยประยุกต์,APPLIED THAI WISDOMS,,,ocr145;ocr193
หมวดศึกษาทั่วไป (general_education),it,90642098,พลวัตสังคมไทย,DYNAMICS OF THAI SOCIETY,,,ocr145;ocr193;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642099,สังคมสูงวัยเชิงรุก,ACTIVE AGING SOCIETY,,,ocr145;ocr194
หมวดศึกษาทั่วไป (general_education),it,90642100,สู้กับข่าวปลอม,FIGHTING FAKE NEWS,,,ocr194;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642101,นักรีวิว,REVIEWER,,,ocr145;ocr194;ocr282
หมวดศึกษาทั่วไป (general_education),it,90642102,นักสื่อสารผ่านยูทูบ,YOUTUBER,,,ocr145;ocr194
หมวดศึกษาทั่วไป (general_education),it,90642103,การดำรงชีพในสังคมดิจิทัล,LIVING IN DIGITAL SOCIETY,,,ocr145;ocr195
หมวดศึกษาทั่วไป (general_education),it,90642104,รู้ทันดิจิทัล,DIGITAL LITERACY,,,ocr145;ocr195
หมวดศึกษาทั่วไป (general_education),it,90642105,อินเทอร์เน็ตพื้นฐานของสรรพสิ่ง,BASIC INTERNET OF THINGS (IOT),,,ocr145;ocr195;ocr272
หมวดศึกษาทั่วไป (general_education),it,90642106,เล่าเรื่องการเดินทางแบบดิจิทัล,DIGITAL STORYTELLING IN JOURNEY,,,ocr145;ocr196;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642107,การผลิตสื่อดิจิทัล,DIGITAL MEDIA PRODUCTION,,,ocr145;ocr196;ocr271;ocr274
หมวดศึกษาทั่วไป (general_education),it,90642108,เทคโนโลยีการถ่ายภาพดิจิทัล,DIGITAL PHOTOGRAPHY TECHNOLOGY,,,ocr145;ocr196;ocr271;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642109,การออกแบบอินโฟกราฟิก,INFOGRAPHIC DESIGN,,,ocr145;ocr196;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642110,สนุกกับวิทยาศาสตร์ข้อมูล,FUN WITH DATA SCIENCE,,,ocr146;ocr197;ocr270;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642111,สนุุกกับการเขียนโค้ด,FUN WITH CODING,,,ocr146;ocr197;ocr272;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642112,สนุกกับปัญญาประดิษฐ์,FUN WITH AI,,,ocr146;ocr197
หมวดศึกษาทั่วไป (general_education),it,90642113,หุ่นยนต์และปัญญาประดิษฐ์,ROBOTICS AND AI,,,ocr146;ocr197;ocr273
หมวดศึกษาทั่วไป (general_education),it,90642114,ฟาร์มอัจฉริยะ,SMART FARMING,,,ocr146;ocr198
หมวดศึกษาทั่วไป (general_education),it,90642115,เทคโนโลยีสีเขียวและพลังงานทดแทน,GREEN TECHNOLOGY AND ALTERNATIVE ENERGY,,,ocr146;ocr198;ocr272
หมวดศึกษาทั่วไป (general_education),it,90642116,เมืองอัจฉริยะและนวัตกรรมเมือง,SMART CITY AND INNOVATION,,,ocr146;ocr198;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642117,ทักษะการรู้สารสนเทศแห่งศตวรรษที่ 21,INFORMATION LITERACY SKILLS FOR THE 21st CENTURY,,,ocr146;ocr199;ocr272
หมวดศึกษาทั่วไป (general_education),it,90642118,โปรแกรมคอมพิวเตอร์ประยุกต์ทางธุรกิจ,APPLICATION SOFTWARE FOR BUSSINESS,,,ocr146;ocr199;ocr270
หมวดศึกษาทั่วไป (general_education),it,90642119,คอมพิวเตอร์ทางธุรกิจเพื่อพัฒนากระบวนการคิดเชิงวิเคราะห์,COMPUTER FOR DEVELOPMENT OF ANALYTICAL THINKING PROCESS,,,ocr146;ocr199;ocr272;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642120,เอ็กเซลเพื่อความเป็นมืออาชีพ,FROM EXCEL TO EXCELLENT,,,ocr146;ocr199;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642121,การวิเคราะห์และจัดการข้อมูลด้วยโปรแกรมคอมพิวเตอร์,DATA ANALYSIS AND MANAGEMENT WITH COMPUTATIONAL PROGRAM,,,ocr146;ocr200;ocr283
หมวดศึกษาทั่วไป (general_education),it,90642122,การใช้แอพลิเคชัน ไมโครคอมพิวเตอร์,INTRODUCTION TO MICROCOMPUTER APPLICATION,,,ocr146;ocr200
หมวดศึกษาทั่วไป (general_education),it,90642123,เทคโนโลยี คอมพิวเตอร์ดนตรี,TECHNOLOGY IN MUSICAL SEQUENCING,,,ocr146;ocr200;ocr275
หมวดศึกษาทั่วไป (general_education),it,90642124,เทคโนโลยีและนวัตกรรมทางวิทยาศาสตร์สำหรับ SDGs,SCIENCE TECHNOLOGY AND SCIENCE INNOVATION FOR SDGS,,,ocr146;ocr200;ocr272
หมวดศึกษาทั่วไป (general_education),it,90642125,การดำรงชีวิตท่ามกลางภัยพิบัติและวิกฤตในอนาคต,LIVING IN FUTURE DISASTER AND CRISIS,,,ocr146;ocr201
หมวดศึกษาทั่วไป (general_education),it,90642126,วิชาเอาตัวรอด,SURVIVORS,,,ocr146;ocr201;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642127,รักษ์โลก,THINK EARTH,,,ocr146;ocr201;ocr271;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642128,นิเวศวิทยาและการรักษาสิ่งแวดล้อม,"ECOLOGY, CONSERVATION AND ENVIRONMENTALISM",,,ocr146;ocr202
หมวดศึกษาทั่วไป (general_education),it,90642129,การท่องเที่ยวทางเลือก,ALTERNATIVE TOURISM,,,ocr147;ocr202
หมวดศึกษาทั่วไป (general_education),it,90642130,การท่องเที่ี่ยวเชิงกีฬา,SPORTS TOURISM,,,ocr147;ocr202;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642131,วัฒนธรรมไทยกับการท่องเที่ยว,THAI CULTURE AND TOURISM,,,ocr147;ocr202;ocr274;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642132,ชุมพรศึกษาเพื่อการท่องเที่ยว,CHUMPHON STUDY FOR TOURISM,,,ocr147;ocr275;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642133,รอบรั้วชุมพรศึกษา,CHUMPHON AREA STUDY,,,ocr147;ocr203;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642134,แผ่นดินพระจอมเกล้าฯศึกษา,KING MONGKUT'S REIGN STUDY,,,ocr147;ocr203
หมวดศึกษาทั่วไป (general_education),it,90642135,ปรัชญาเศรษฐกิจพอเพียง,PHILOSOPHY OF SUFFICIENCY ECONOMY,,,ocr147;ocr204;ocr275
หมวดศึกษาทั่วไป (general_education),it,90642136,จริยศาสตร์และสุนทรียศาสตร์,ETHICS AND AESTHETICS,,,ocr147;ocr204;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642137,ดูละครแล้วย้อนตัว,SERIES IN DAILY LIFE,,,ocr147;ocr204;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642138,สมาธิเพื่อพัฒนาชีวิต,MEDITATION FOR LIFE DEVELOPMENT,,,ocr147;ocr204;ocr284
หมวดศึกษาทั่วไป (general_education),it,90642139,การฟื้นฟูพลังใจ,RESILIENCE QUOTIENT,,,ocr147;ocr205
หมวดศึกษาทั่วไป (general_education),it,90642140,ภูมิคุุ้มกันทางใจ,IMMUNITY OF MIND,,,ocr147;ocr205;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642141,จิตวิทยาเพื่อการพัฒนาตนเอง,PSYCHOLOGY OF SELF-DEVELOPMENT,,,ocr147;ocr205
หมวดศึกษาทั่วไป (general_education),it,90642142,จิตวิทยาสำหรับสื่อสาร,PSYCHOLOGY IN COMMUNICATION,,,ocr147;ocr205
หมวดศึกษาทั่วไป (general_education),it,90642143,ชีวิตออกแบบได้,DESIGNING YOUR LIFE,,,ocr147;ocr206;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642144,กระจกส่องใจ,MAGIC MIRROR,,,ocr147;ocr206
หมวดศึกษาทั่วไป (general_education),it,90642145,พลังแห่งบุคลิกภาพ,POWER OF PERSONALITY,,,ocr147;ocr206;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642146,เปลี่ยนความคิด ชีวิตเปลี่ยน,POWER OF CHANGE,,,ocr147;ocr206;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642147,ทักษะแห่งความสุข,HAPPINESS SKILLS,,,ocr147;ocr207
หมวดศึกษาทั่วไป (general_education),it,90642148,ศิลปะการพัฒนาอารมณ์,ARTS OF EMOTION DEVELOPMENT,,,ocr148;ocr207;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642149,ศิลปะการสร้างสรรค์เพื่อพัฒนาอารมณ์และจิตวิญญาณ,IMAGINATIVE ART,,,ocr148;ocr207;ocr275;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642150,ศิลปะในชีวิตประจำวัน,ART IN EVERYDAY LIFE,,,ocr148;ocr208;ocr285;ocr286
หมวดศึกษาทั่วไป (general_education),it,90642151,มนุษย์กับศิลปะ,MAN AND ART,,,ocr148;ocr208;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642152,ปันสุข,JOY OF SHARING,,,ocr148;ocr208;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642153,ความเข้าใจในพฤติกรรมมนุษย์,UNDERSTANDING HUMAN BEHAVIOR,,,ocr148;ocr209;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642154,ล้มให้เป็น,FAIL-ABLE,,,ocr148;ocr209
หมวดศึกษาทั่วไป (general_education),it,90642155,การสร้างมนุษย์สัมพันธ์กับการสื่อสาร,HUMAN RELATIONSHIP AND COMMUNICATION,,,ocr148;ocr209
หมวดศึกษาทั่วไป (general_education),it,90642156,ฮวงจุ้ย,FENG SHUI,,,ocr148;ocr209;ocr285
หมวดศึกษาทั่วไป (general_education),it,90642157,โหราศาสตร์ไทย,THAI ASTROLOGY,,,ocr148;ocr210;ocr286
หมวดศึกษาทั่วไป (general_education),it,90642158,มุมมองของวิทยาศาสตร์และเทคโนโลยีร่วมสมัย,COMTEMPORARY SCIENCE AND TECHNOLOGY,,,ocr148;ocr210;ocr286
หมวดศึกษาทั่วไป (general_education),it,90642159,จิตวิทยาเบื้องต้น,INTRODUCTION TO PSYCHOLOGY,,,ocr148;ocr210
หมวดศึกษาทั่วไป (general_education),it,90643001,ปฎิบัติงานตามทักษะด้านการจัดการ 1,PRACTICE UNDER MANAGEMENT SKILL 1,,,ocr148;ocr211;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643002,ปฎิบัติงานตามทักษะด้านการจัดการ 2,PRACTICE UNDER MANAGEMENT SKILL 2,,,ocr148;ocr211;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643003,ปฎิบัติงานตามทักษะด้านการจัดการ 3,PRACTICE UNDER MANAGEMENT SKILL 3,,,ocr148;ocr211;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643004,ผู้นำพลังบวก,POSITIVE POWER LEADER,,,ocr148;ocr211;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643005,นักเปลี่ยนโลก,THE DISRUPTOR,,,ocr148;ocr212;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643006,การจัดการและผู้นำสมัยใหม่,MODERN MANAGEMENT AND LEADERSHIP,,,ocr148;ocr212;ocr271;ocr272;ocr275;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643007,ภาวะผู้นำสำหรับคนรุ่นใหม่,NEXT GEN LEADERSHIP,,,ocr149;ocr212;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643008,ศาสตร์การต่อรอง,SCIENCE OF NEGOTIATION,,,ocr149;ocr212;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643009,การตลาดยุคคอนเทนท์,CONTENT MARKETING,,,ocr149;ocr213;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643010,การตลาดร่วมสมัย,CONTEMPORARY MARKETING,,,ocr149;ocr213;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643011,ศิลปะแห่งการบริหารการสื่อสาร,ART OF COMMUNICATION MANAGEMENT,,,ocr149;ocr213;ocr271
หมวดศึกษาทั่วไป (general_education),it,90643012,การทำงานเป็นทีม,TEAMWORK,,,ocr149;ocr214
